,loss,val_loss,lr,training_time,test_time,iou
0,0.706258,0.690918,0.004667,1671.525404,0.726502,0.040356
1,0.596965,0.677558,0.008333,1671.525404,0.726502,0.040356
2,0.563517,0.669312,0.012000,1671.525404,0.726502,0.040356
3,0.498027,0.652800,0.012000,1671.525404,0.726502,0.040356
4,0.446330,0.638016,0.012000,1671.525404,0.726502,0.040356
5,0.396891,0.614493,0.012000,1671.525404,0.726502,0.040356
6,0.360494,0.584215,0.012000,1671.525404,0.726502,0.040356
7,0.331197,0.562410,0.012000,1671.525404,0.726502,0.040356
8,0.305623,0.540274,0.012000,1671.525404,0.726502,0.040356
9,0.287333,0.514337,0.012000,1671.525404,0.726502,0.040356
10,0.270854,0.538330,0.012000,1671.525404,0.726502,0.040356
11,0.254598,0.557283,0.012000,1671.525404,0.726502,0.040356
12,0.238444,0.622450,0.012000,1671.525404,0.726502,0.040356
13,0.226257,0.565380,0.012000,1671.525404,0.726502,0.040356
14,0.211375,1.016073,0.012000,1671.525404,0.726502,0.040356
15,0.204895,4.006999,0.012000,1671.525404,0.726502,0.040356
16,0.191071,9.770906,0.012000,1671.525404,0.726502,0.040356
17,0.183543,23.276333,0.012000,1671.525404,0.726502,0.040356
18,0.173584,64.687500,0.012000,1671.525404,0.726502,0.040356
19,0.165009,75.799774,0.012000,1671.525404,0.726502,0.040356
20,0.156423,74.529510,0.012000,1671.525404,0.726502,0.040356
21,0.147329,57.835938,0.012000,1671.525404,0.726502,0.040356
22,0.142171,85.530685,0.012000,1671.525404,0.726502,0.040356
23,0.135803,201.162033,0.012000,1671.525404,0.726502,0.040356
24,0.130295,338.569427,0.012000,1671.525404,0.726502,0.040356
25,0.124339,451.847260,0.012000,1671.525404,0.726502,0.040356
26,0.119232,787.291687,0.012000,1671.525404,0.726502,0.040356
27,0.113317,,0.012000,1671.525404,0.726502,0.040356
28,0.109990,832.726807,0.012000,1671.525404,0.726502,0.040356
29,0.111816,479.090302,0.012000,1671.525404,0.726502,0.040356
30,0.103114,222.664352,0.012000,1671.525404,0.726502,0.040356
31,0.097961,111.620956,0.012000,1671.525404,0.726502,0.040356
32,0.094930,82.276627,0.012000,1671.525404,0.726502,0.040356
33,0.089554,67.050934,0.012000,1671.525404,0.726502,0.040356
34,0.087957,58.715569,0.012000,1671.525404,0.726502,0.040356
35,0.089060,50.063660,0.012000,1671.525404,0.726502,0.040356
36,0.082021,46.820602,0.012000,1671.525404,0.726502,0.040356
37,0.079890,45.426506,0.012000,1671.525404,0.726502,0.040356
38,0.076350,35.449654,0.012000,1671.525404,0.726502,0.040356
39,0.071945,22.812355,0.012000,1671.525404,0.726502,0.040356
40,0.078344,22.187645,0.012000,1671.525404,0.726502,0.040356
41,0.076711,21.967739,0.012000,1671.525404,0.726502,0.040356
42,0.073176,54.391205,0.012000,1671.525404,0.726502,0.040356
43,0.072505,84.978012,0.012000,1671.525404,0.726502,0.040356
44,0.070679,92.138885,0.012000,1671.525404,0.726502,0.040356
45,0.068029,178.709503,0.012000,1671.525404,0.726502,0.040356
46,0.066747,326.328705,0.012000,1671.525404,0.726502,0.040356
47,0.062469,288.229187,0.012000,1671.525404,0.726502,0.040356
48,0.061445,195.248840,0.012000,1671.525404,0.726502,0.040356
49,0.059715,144.906250,0.012000,1671.525404,0.726502,0.040356
50,0.057559,120.902206,0.012000,1671.525404,0.726502,0.040356
51,0.056618,80.184608,0.012000,1671.525404,0.726502,0.040356
52,0.053637,53.578705,0.012000,1671.525404,0.726502,0.040356
53,0.053909,51.109665,0.012000,1671.525404,0.726502,0.040356
54,0.050875,38.552952,0.012000,1671.525404,0.726502,0.040356
55,0.050715,23.033566,0.012000,1671.525404,0.726502,0.040356
56,0.048808,16.785231,0.012000,1671.525404,0.726502,0.040356
57,0.047826,18.128471,0.012000,1671.525404,0.726502,0.040356
58,0.046715,19.581888,0.012000,1671.525404,0.726502,0.040356
59,0.045797,16.301868,0.012000,1671.525404,0.726502,0.040356
60,0.044411,13.501808,0.006000,1671.525404,0.726502,0.040356
61,0.043928,11.487197,0.006000,1671.525404,0.726502,0.040356
62,0.043198,10.473597,0.006000,1671.525404,0.726502,0.040356
63,0.042552,10.093172,0.006000,1671.525404,0.726502,0.040356
64,0.042155,9.509477,0.006000,1671.525404,0.726502,0.040356
65,0.041570,8.202003,0.006000,1671.525404,0.726502,0.040356
66,0.040924,6.457574,0.006000,1671.525404,0.726502,0.040356
67,0.040398,4.938477,0.006000,1671.525404,0.726502,0.040356
68,0.039932,3.976888,0.006000,1671.525404,0.726502,0.040356
69,0.039459,3.554199,0.006000,1671.525404,0.726502,0.040356
70,0.038831,3.359212,0.003000,1671.525404,0.726502,0.040356
71,0.038536,3.247251,0.003000,1671.525404,0.726502,0.040356
72,0.038274,3.086842,0.003000,1671.525404,0.726502,0.040356
73,0.038002,2.817889,0.003000,1671.525404,0.726502,0.040356
74,0.037636,2.491500,0.003000,1671.525404,0.726502,0.040356
75,0.037333,2.184489,0.003000,1671.525404,0.726502,0.040356
76,0.037061,1.917047,0.003000,1671.525404,0.726502,0.040356
77,0.036799,1.668638,0.003000,1671.525404,0.726502,0.040356
78,0.036466,1.469211,0.003000,1671.525404,0.726502,0.040356
79,0.036184,1.339600,0.003000,1671.525404,0.726502,0.040356
