,loss,val_loss,lr,training_time,test_time,iou
0,0.610948,0.677888,0.002667,863.808363,0.942935,0.122336
1,0.438422,0.653619,0.004333,863.808363,0.942935,0.122336
2,0.362047,0.596625,0.006000,863.808363,0.942935,0.122336
3,0.320163,0.535753,0.006000,863.808363,0.942935,0.122336
4,0.269287,0.459762,0.006000,863.808363,0.942935,0.122336
5,0.234599,0.413475,0.006000,863.808363,0.942935,0.122336
6,0.215095,0.263545,0.006000,863.808363,0.942935,0.122336
7,0.194851,0.232031,0.006000,863.808363,0.942935,0.122336
8,0.180542,0.227607,0.006000,863.808363,0.942935,0.122336
9,0.165663,0.246532,0.006000,863.808363,0.942935,0.122336
10,0.153463,0.200623,0.006000,863.808363,0.942935,0.122336
11,0.141873,0.185732,0.006000,863.808363,0.942935,0.122336
12,0.131375,0.183411,0.006000,863.808363,0.942935,0.122336
13,0.122786,0.211256,0.006000,863.808363,0.942935,0.122336
14,0.116625,0.259922,0.006000,863.808363,0.942935,0.122336
15,0.107215,0.225674,0.006000,863.808363,0.942935,0.122336
16,0.097782,0.235951,0.006000,863.808363,0.942935,0.122336
17,0.093241,0.245804,0.006000,863.808363,0.942935,0.122336
18,0.086789,0.293281,0.006000,863.808363,0.942935,0.122336
19,0.081390,0.353398,0.006000,863.808363,0.942935,0.122336
20,0.076094,0.379399,0.006000,863.808363,0.942935,0.122336
21,0.072323,0.387935,0.006000,863.808363,0.942935,0.122336
22,0.067605,0.325589,0.006000,863.808363,0.942935,0.122336
23,0.062522,0.327352,0.006000,863.808363,0.942935,0.122336
24,0.058319,0.334007,0.006000,863.808363,0.942935,0.122336
25,0.055651,0.318314,0.006000,863.808363,0.942935,0.122336
26,0.053212,0.316768,0.006000,863.808363,0.942935,0.122336
27,0.051266,0.322781,0.006000,863.808363,0.942935,0.122336
28,0.047423,0.334301,0.006000,863.808363,0.942935,0.122336
29,0.044025,0.336552,0.006000,863.808363,0.942935,0.122336
30,0.041729,0.344704,0.006000,863.808363,0.942935,0.122336
31,0.040017,0.335318,0.006000,863.808363,0.942935,0.122336
32,0.038054,0.352082,0.006000,863.808363,0.942935,0.122336
33,0.036640,0.350247,0.006000,863.808363,0.942935,0.122336
34,0.035060,0.356160,0.006000,863.808363,0.942935,0.122336
35,0.033764,0.357101,0.006000,863.808363,0.942935,0.122336
36,0.032302,0.349813,0.006000,863.808363,0.942935,0.122336
37,0.030935,0.348009,0.006000,863.808363,0.942935,0.122336
38,0.030266,0.351477,0.006000,863.808363,0.942935,0.122336
39,0.029105,0.350577,0.006000,863.808363,0.942935,0.122336
40,0.028296,0.349646,0.006000,863.808363,0.942935,0.122336
41,0.027077,0.350640,0.006000,863.808363,0.942935,0.122336
42,0.025760,0.351870,0.006000,863.808363,0.942935,0.122336
43,0.025099,0.352761,0.006000,863.808363,0.942935,0.122336
44,0.024385,0.351730,0.006000,863.808363,0.942935,0.122336
45,0.023621,0.333342,0.006000,863.808363,0.942935,0.122336
46,0.023148,0.335368,0.006000,863.808363,0.942935,0.122336
47,0.022659,0.318925,0.006000,863.808363,0.942935,0.122336
48,0.021925,0.331887,0.006000,863.808363,0.942935,0.122336
49,0.021296,0.266654,0.006000,863.808363,0.942935,0.122336
50,0.020971,0.263227,0.006000,863.808363,0.942935,0.122336
51,0.020497,0.262759,0.006000,863.808363,0.942935,0.122336
52,0.020688,0.262214,0.006000,863.808363,0.942935,0.122336
53,0.021049,0.283583,0.006000,863.808363,0.942935,0.122336
54,0.021228,0.268885,0.006000,863.808363,0.942935,0.122336
55,0.021056,0.345993,0.006000,863.808363,0.942935,0.122336
56,0.022548,0.276908,0.006000,863.808363,0.942935,0.122336
57,0.021146,0.275538,0.006000,863.808363,0.942935,0.122336
58,0.021042,0.303356,0.006000,863.808363,0.942935,0.122336
59,0.020770,0.581706,0.006000,863.808363,0.942935,0.122336
60,0.019575,0.732377,0.003000,863.808363,0.942935,0.122336
61,0.018707,0.612241,0.003000,863.808363,0.942935,0.122336
62,0.018454,0.929317,0.003000,863.808363,0.942935,0.122336
63,0.017966,0.788827,0.003000,863.808363,0.942935,0.122336
64,0.017672,0.855604,0.003000,863.808363,0.942935,0.122336
65,0.017287,0.807174,0.003000,863.808363,0.942935,0.122336
66,0.017093,0.895110,0.003000,863.808363,0.942935,0.122336
67,0.016773,1.161648,0.003000,863.808363,0.942935,0.122336
68,0.016620,0.895716,0.003000,863.808363,0.942935,0.122336
69,0.016351,0.864005,0.003000,863.808363,0.942935,0.122336
70,0.016193,0.814625,0.001500,863.808363,0.942935,0.122336
71,0.016051,0.881700,0.001500,863.808363,0.942935,0.122336
72,0.015934,0.963478,0.001500,863.808363,0.942935,0.122336
73,0.015846,0.938802,0.001500,863.808363,0.942935,0.122336
74,0.015735,0.963298,0.001500,863.808363,0.942935,0.122336
75,0.015645,0.972810,0.001500,863.808363,0.942935,0.122336
76,0.015545,0.941379,0.001500,863.808363,0.942935,0.122336
77,0.015454,0.981066,0.001500,863.808363,0.942935,0.122336
78,0.015360,0.982060,0.001500,863.808363,0.942935,0.122336
79,0.015265,1.001863,0.001500,863.808363,0.942935,0.122336
