,loss,accuracy,val_loss,val_accuracy,lr,training_time,ranks
0,0.525177,0.823663,0.672933,0.877524,0.002000,35371.668324,4
1,0.378671,0.893726,0.703166,0.269200,0.003000,35371.668324,4
2,0.302904,0.893682,196.114594,0.113152,0.004000,35371.668324,4
3,0.235729,0.905139,141.729172,0.072858,0.004000,35371.668324,4
4,0.193371,0.914867,48.859375,0.072896,0.004000,35371.668324,4
5,0.170287,0.918885,9.278646,0.073892,0.004000,35371.668324,4
6,0.149636,0.925233,9.033203,0.074380,0.004000,35371.668324,4
7,0.139740,0.927565,1.457682,0.349029,0.004000,35371.668324,4
8,0.122328,0.932845,1.912272,0.216351,0.004000,35371.668324,4
9,0.103324,0.938747,0.749593,0.579757,0.004000,35371.668324,4
10,0.089008,0.942922,0.441874,0.820899,0.004000,35371.668324,4
11,0.074515,0.947676,0.659342,0.533872,0.004000,35371.668324,4
12,0.067505,0.950153,0.427022,0.832667,0.004000,35371.668324,4
13,0.058657,0.952878,0.513021,0.641963,0.004000,35371.668324,4
14,0.054243,0.954421,0.389303,0.739112,0.004000,35371.668324,4
15,0.050249,0.955687,0.489441,0.676881,0.004000,35371.668324,4
16,0.043863,0.957784,0.301066,0.843818,0.004000,35371.668324,4
17,0.040853,0.958745,0.331156,0.812229,0.004000,35371.668324,4
18,0.038142,0.959580,0.338420,0.804663,0.004000,35371.668324,4
19,0.036062,0.960279,0.276571,0.858032,0.004000,35371.668324,4
20,0.033938,0.960971,0.284017,0.845377,0.004000,35371.668324,4
21,0.031797,0.961671,0.266551,0.876146,0.004000,35371.668324,4
22,0.030320,0.962128,0.234019,0.914844,0.004000,35371.668324,4
23,0.028589,0.962697,0.205302,0.918802,0.004000,35371.668324,4
24,0.027428,0.963067,0.237467,0.916555,0.004000,35371.668324,4
25,0.026319,0.963425,0.223236,0.920820,0.004000,35371.668324,4
26,0.025003,0.963861,0.221232,0.919210,0.004000,35371.668324,4
27,0.024830,0.963877,0.230143,0.921329,0.004000,35371.668324,4
28,0.078289,0.946606,59.169270,0.104082,0.004000,35371.668324,4
29,0.111504,0.935067,64.104172,0.103412,0.004000,35371.668324,4
30,0.070382,0.948393,19.648438,0.082192,0.004000,35371.668324,4
31,0.048659,0.955664,2.389811,0.246696,0.004000,35371.668324,4
32,0.040223,0.958543,0.677816,0.593820,0.004000,35371.668324,4
33,0.035937,0.960011,0.290771,0.848256,0.004000,35371.668324,4
34,0.033245,0.960932,0.146372,0.930348,0.004000,35371.668324,4
35,0.031296,0.961595,0.143738,0.932253,0.004000,35371.668324,4
36,0.029772,0.962099,0.156809,0.931994,0.004000,35371.668324,4
37,0.028422,0.962549,0.156230,0.933712,0.004000,35371.668324,4
38,0.027250,0.962933,0.168925,0.932755,0.004000,35371.668324,4
39,0.026290,0.963255,0.186310,0.931930,0.004000,35371.668324,4
40,0.025378,0.963569,0.186310,0.932786,0.004000,35371.668324,4
41,0.024543,0.963869,0.167246,0.935508,0.004000,35371.668324,4
42,0.023804,0.964119,0.138117,0.936659,0.004000,35371.668324,4
43,0.023181,0.964340,0.128235,0.927642,0.004000,35371.668324,4
44,0.022523,0.964567,0.137187,0.925597,0.004000,35371.668324,4
