,loss,accuracy,val_loss,val_accuracy,lr,training_time,ranks
0,0.424155,0.865865,0.642334,0.867390,0.001333,15796.565817,2
1,0.300969,0.898193,0.575277,0.885061,0.001667,15796.565817,2
2,0.238434,0.908410,0.750000,0.704487,0.002000,15796.565817,2
3,0.194057,0.918605,0.663249,0.833547,0.002000,15796.565817,2
4,0.163082,0.925914,0.633301,0.701847,0.002000,15796.565817,2
5,0.138189,0.932674,0.545410,0.881573,0.002000,15796.565817,2
6,0.118275,0.937469,0.462036,0.891980,0.002000,15796.565817,2
7,0.102213,0.942294,0.473551,0.862369,0.002000,15796.565817,2
8,0.090585,0.945175,0.366333,0.891209,0.002000,15796.565817,2
9,0.076658,0.949724,0.309855,0.896702,0.002000,15796.565817,2
10,0.068283,0.952052,0.248006,0.911397,0.002000,15796.565817,2
11,0.063281,0.953281,0.237915,0.913729,0.002000,15796.565817,2
12,0.058302,0.954816,0.174438,0.926910,0.002000,15796.565817,2
13,0.054278,0.955572,0.208211,0.920713,0.002000,15796.565817,2
14,0.049317,0.957204,0.171427,0.929485,0.002000,15796.565817,2
15,0.045174,0.958337,0.159912,0.932134,0.002000,15796.565817,2
16,0.042138,0.959166,0.141744,0.937242,0.002000,15796.565817,2
17,0.039822,0.959826,0.175557,0.929870,0.002000,15796.565817,2
18,0.041799,0.959181,0.068044,0.952099,0.002000,15796.565817,2
19,0.036785,0.960623,0.069163,0.951886,0.002000,15796.565817,2
20,0.034415,0.961334,0.061096,0.954268,0.002000,15796.565817,2
21,0.032574,0.961867,0.082621,0.949196,0.002000,15796.565817,2
22,0.031109,0.962286,0.080831,0.950145,0.002000,15796.565817,2
23,0.029829,0.962670,0.054555,0.956751,0.002000,15796.565817,2
24,0.028347,0.963122,0.055013,0.956122,0.002000,15796.565817,2
25,0.027908,0.963200,0.042847,0.959183,0.002000,15796.565817,2
26,0.027236,0.963382,0.052485,0.955616,0.002000,15796.565817,2
27,0.027657,0.963170,0.033524,0.960644,0.002000,15796.565817,2
28,0.026394,0.963556,0.042826,0.958191,0.002000,15796.565817,2
29,0.025626,0.963783,0.032206,0.961234,0.002000,15796.565817,2
30,0.025149,0.963927,0.031873,0.960614,0.002000,15796.565817,2
31,0.024716,0.964014,0.038813,0.957802,0.002000,15796.565817,2
32,0.024052,0.964222,0.029706,0.961409,0.002000,15796.565817,2
33,0.023427,0.964413,0.031845,0.960790,0.002000,15796.565817,2
34,0.026534,0.963320,0.138896,0.918159,0.002000,15796.565817,2
35,0.095957,0.942007,37.713539,0.328723,0.002000,15796.565817,2
36,0.075812,0.946916,4.064127,0.625885,0.002000,15796.565817,2
37,0.051422,0.955237,2.001791,0.613639,0.002000,15796.565817,2
38,0.040828,0.958689,0.633626,0.790081,0.002000,15796.565817,2
39,0.035248,0.960471,0.144511,0.922515,0.002000,15796.565817,2
40,0.031910,0.961522,0.062505,0.950804,0.002000,15796.565817,2
41,0.029914,0.962184,0.044561,0.956672,0.002000,15796.565817,2
42,0.028376,0.962671,0.037969,0.959041,0.002000,15796.565817,2
43,0.026997,0.963125,0.038386,0.959145,0.002000,15796.565817,2
44,0.025823,0.963521,0.038228,0.959481,0.002000,15796.565817,2
45,0.024886,0.963837,0.037145,0.960110,0.002000,15796.565817,2
46,0.024035,0.964122,0.036977,0.960497,0.002000,15796.565817,2
47,0.023183,0.964409,0.037196,0.960824,0.002000,15796.565817,2
48,0.022476,0.964643,0.036509,0.961316,0.002000,15796.565817,2
49,0.021805,0.964866,0.036194,0.961609,0.002000,15796.565817,2
50,0.021295,0.965031,0.036372,0.961755,0.002000,15796.565817,2
51,0.021118,0.965075,0.036372,0.961105,0.002000,15796.565817,2
52,0.021396,0.964962,0.029432,0.962849,0.002000,15796.565817,2
