,loss,accuracy,val_loss,val_accuracy,lr,training_time,ranks
0,0.504991,0.828909,0.627197,0.815589,0.003333,74371.193813,8
1,0.348633,0.893680,0.836812,0.841838,0.005667,74371.193813,8
2,0.282933,0.892493,13.447266,0.889683,0.008000,74371.193813,8
3,0.239682,0.894902,295.744812,0.087892,0.008000,74371.193813,8
4,0.198947,0.907750,370.312500,0.133783,0.008000,74371.193813,8
5,0.161933,0.918544,73.510414,0.077671,0.008000,74371.193813,8
6,0.133272,0.927627,31.053387,0.078350,0.008000,74371.193813,8
7,0.112202,0.934518,15.038412,0.093469,0.008000,74371.193813,8
8,0.104534,0.936664,2.187500,0.277561,0.008000,74371.193813,8
9,0.091602,0.940967,3.037191,0.335181,0.008000,74371.193813,8
10,0.074496,0.946727,1.443766,0.428912,0.008000,74371.193813,8
11,0.063680,0.950438,0.487529,0.724477,0.008000,74371.193813,8
12,0.054291,0.953614,0.341197,0.807607,0.008000,74371.193813,8
13,0.050019,0.955132,0.189967,0.907262,0.008000,74371.193813,8
14,0.045814,0.956566,0.134435,0.927347,0.008000,74371.193813,8
15,0.040796,0.958279,0.144633,0.929187,0.008000,74371.193813,8
16,0.037365,0.959443,0.164281,0.916171,0.008000,74371.193813,8
17,0.037011,0.959561,0.368388,0.818845,0.008000,74371.193813,8
18,0.034560,0.960388,0.084142,0.946785,0.008000,74371.193813,8
19,0.031499,0.961453,0.124741,0.926073,0.008000,74371.193813,8
20,0.029313,0.962204,0.094658,0.938322,0.008000,74371.193813,8
21,0.028288,0.962536,0.069354,0.949525,0.008000,74371.193813,8
22,0.027190,0.962910,0.081373,0.941918,0.008000,74371.193813,8
23,0.026308,0.963198,0.066335,0.947910,0.008000,74371.193813,8
24,0.025547,0.963454,0.045364,0.956129,0.008000,74371.193813,8
25,0.024461,0.963835,0.035762,0.960492,0.008000,74371.193813,8
26,0.023383,0.964207,0.029198,0.962807,0.008000,74371.193813,8
27,0.023726,0.964091,0.034541,0.961014,0.008000,74371.193813,8
28,0.022447,0.964530,0.030938,0.961903,0.008000,74371.193813,8
29,0.021724,0.964778,0.027969,0.962804,0.008000,74371.193813,8
30,0.021183,0.964970,0.036624,0.960197,0.008000,74371.193813,8
31,0.020629,0.965158,0.024000,0.964077,0.008000,74371.193813,8
32,0.020220,0.965295,0.030862,0.961514,0.008000,74371.193813,8
