,loss,accuracy,val_loss,val_accuracy,lr,training_time,ranks
0,0.506302,0.795134,0.849121,0.430317,0.006000,150138.362061,16
1,0.297401,0.891007,105.691406,0.520593,0.011000,150138.362061,16
2,0.242046,0.891717,50.544273,0.847979,0.016000,150138.362061,16
3,0.213226,0.897112,129.223969,0.074621,0.016000,150138.362061,16
4,0.174801,0.911760,26.616863,0.115646,0.016000,150138.362061,16
5,0.151063,0.919941,17.987305,0.076489,0.016000,150138.362061,16
6,0.118757,0.931265,16.000324,0.074628,0.016000,150138.362061,16
7,0.109810,0.934209,6.836507,0.075041,0.016000,150138.362061,16
8,0.103370,0.936582,4.179118,0.108064,0.016000,150138.362061,16
9,0.163563,0.914774,4.054769,0.431077,0.016000,150138.362061,16
10,0.115494,0.930930,7.818685,0.092398,0.016000,150138.362061,16
11,0.094766,0.938174,2.769613,0.104000,0.016000,150138.362061,16
12,0.084196,0.941649,2.028666,0.111626,0.016000,150138.362061,16
13,0.070995,0.946754,0.507512,0.758022,0.016000,150138.362061,16
14,0.061182,0.950616,0.287776,0.891506,0.016000,150138.362061,16
15,0.053255,0.953737,0.324371,0.862372,0.016000,150138.362061,16
16,0.051730,0.954421,0.288579,0.838022,0.016000,150138.362061,16
17,0.045269,0.956734,0.354808,0.826670,0.016000,150138.362061,16
18,0.039499,0.958770,0.372869,0.797340,0.016000,150138.362061,16
19,0.038010,0.959264,0.384349,0.779395,0.016000,150138.362061,16
20,0.034403,0.960521,0.447138,0.734728,0.016000,150138.362061,16
21,0.031610,0.961461,0.454564,0.703373,0.016000,150138.362061,16
22,0.030310,0.961877,0.390503,0.739038,0.016000,150138.362061,16
23,0.028507,0.962498,0.370021,0.784971,0.016000,150138.362061,16
24,0.185574,0.912488,,0.802401,0.016000,150138.362061,16
25,0.134786,0.924013,146.432281,0.074625,0.016000,150138.362061,16
26,0.091684,0.939982,34.055336,0.075474,0.016000,150138.362061,16
27,0.074599,0.945948,36.430992,0.078763,0.016000,150138.362061,16
28,0.060966,0.950782,12.960612,0.097862,0.016000,150138.362061,16
29,0.052073,0.954116,3.081258,0.301691,0.016000,150138.362061,16
30,0.047014,0.955988,0.898885,0.571133,0.016000,150138.362061,16
31,0.043725,0.957161,0.386302,0.887393,0.016000,150138.362061,16
32,0.040836,0.958183,1.031158,0.894009,0.016000,150138.362061,16
33,0.038224,0.959075,0.804881,0.894009,0.016000,150138.362061,16
34,0.036690,0.959646,0.648916,0.894010,0.016000,150138.362061,16
35,0.035261,0.960123,0.764669,0.894073,0.016000,150138.362061,16
36,0.033117,0.960861,0.800527,0.894634,0.016000,150138.362061,16
37,0.032243,0.961172,0.458481,0.869982,0.016000,150138.362061,16
