,loss,val_loss,lr,training_time,test_time,iou
0,0.793980,0.680513,0.005333,1949.794059,0.944752,0.045682
1,0.694510,0.655711,0.009667,1949.794059,0.944752,0.045682
2,0.614397,0.633231,0.014000,1949.794059,0.944752,0.045682
3,0.536691,0.581330,0.014000,1949.794059,0.944752,0.045682
4,0.474993,0.419490,0.014000,1949.794059,0.944752,0.045682
5,0.416905,0.679040,0.014000,1949.794059,0.944752,0.045682
6,0.376151,1.409629,0.014000,1949.794059,0.944752,0.045682
7,0.342756,1.773755,0.014000,1949.794059,0.944752,0.045682
8,0.318900,2.140819,0.014000,1949.794059,0.944752,0.045682
9,0.298863,2.769686,0.014000,1949.794059,0.944752,0.045682
10,0.280029,3.586744,0.014000,1949.794059,0.944752,0.045682
11,0.260341,6.316344,0.014000,1949.794059,0.944752,0.045682
12,0.242170,18.006947,0.014000,1949.794059,0.944752,0.045682
13,0.228001,30.076015,0.014000,1949.794059,0.944752,0.045682
14,0.215759,32.705482,0.014000,1949.794059,0.944752,0.045682
15,0.203055,56.809772,0.014000,1949.794059,0.944752,0.045682
16,0.189619,116.613098,0.014000,1949.794059,0.944752,0.045682
17,0.175441,149.460815,0.014000,1949.794059,0.944752,0.045682
18,0.214966,92.016869,0.014000,1949.794059,0.944752,0.045682
19,0.163426,77.429321,0.014000,1949.794059,0.944752,0.045682
20,0.160836,45.335320,0.014000,1949.794059,0.944752,0.045682
21,0.154463,144.448425,0.014000,1949.794059,0.944752,0.045682
22,0.149030,657.595337,0.014000,1949.794059,0.944752,0.045682
23,0.143930,5158.920898,0.014000,1949.794059,0.944752,0.045682
24,0.137739,7200.095215,0.014000,1949.794059,0.944752,0.045682
25,0.131383,16613.587891,0.014000,1949.794059,0.944752,0.045682
26,0.125933,17292.507812,0.014000,1949.794059,0.944752,0.045682
27,0.121613,,0.014000,1949.794059,0.944752,0.045682
28,0.117240,,0.014000,1949.794059,0.944752,0.045682
29,0.113992,,0.014000,1949.794059,0.944752,0.045682
30,0.113133,,0.014000,1949.794059,0.944752,0.045682
31,0.108307,,0.014000,1949.794059,0.944752,0.045682
32,0.104898,,0.014000,1949.794059,0.944752,0.045682
33,0.101964,,0.014000,1949.794059,0.944752,0.045682
34,0.099588,,0.014000,1949.794059,0.944752,0.045682
35,0.097111,,0.014000,1949.794059,0.944752,0.045682
36,0.093419,,0.014000,1949.794059,0.944752,0.045682
37,0.090585,,0.014000,1949.794059,0.944752,0.045682
38,0.087926,,0.014000,1949.794059,0.944752,0.045682
39,0.085305,8274.793945,0.014000,1949.794059,0.944752,0.045682
40,0.086513,,0.014000,1949.794059,0.944752,0.045682
41,0.081482,,0.014000,1949.794059,0.944752,0.045682
42,0.084638,1596.341309,0.014000,1949.794059,0.944752,0.045682
43,0.088645,101.994057,0.014000,1949.794059,0.944752,0.045682
44,0.091592,103.146332,0.014000,1949.794059,0.944752,0.045682
45,0.086897,382.470245,0.014000,1949.794059,0.944752,0.045682
46,0.087250,142.596741,0.014000,1949.794059,0.944752,0.045682
47,0.082158,92.366570,0.014000,1949.794059,0.944752,0.045682
48,0.081883,107.612602,0.014000,1949.794059,0.944752,0.045682
49,0.080030,179.847229,0.014000,1949.794059,0.944752,0.045682
50,0.077815,340.101227,0.014000,1949.794059,0.944752,0.045682
51,0.075178,596.936523,0.014000,1949.794059,0.944752,0.045682
52,0.073260,914.662720,0.014000,1949.794059,0.944752,0.045682
53,0.071241,1177.008057,0.014000,1949.794059,0.944752,0.045682
54,0.069515,1294.293701,0.014000,1949.794059,0.944752,0.045682
55,0.068769,1298.555542,0.014000,1949.794059,0.944752,0.045682
56,0.067163,1467.015991,0.014000,1949.794059,0.944752,0.045682
57,0.064699,1554.635010,0.014000,1949.794059,0.944752,0.045682
58,0.063474,1373.007935,0.014000,1949.794059,0.944752,0.045682
59,0.061480,1137.658813,0.014000,1949.794059,0.944752,0.045682
60,0.061861,915.900879,0.007000,1949.794059,0.944752,0.045682
61,0.060096,772.714294,0.007000,1949.794059,0.944752,0.045682
62,0.059644,683.504028,0.007000,1949.794059,0.944752,0.045682
63,0.058119,597.738098,0.007000,1949.794059,0.944752,0.045682
64,0.057186,495.371033,0.007000,1949.794059,0.944752,0.045682
65,0.056514,387.875031,0.007000,1949.794059,0.944752,0.045682
66,0.055511,298.311523,0.007000,1949.794059,0.944752,0.045682
67,0.054722,239.742081,0.007000,1949.794059,0.944752,0.045682
68,0.053364,217.983139,0.007000,1949.794059,0.944752,0.045682
69,0.052499,206.148834,0.007000,1949.794059,0.944752,0.045682
70,0.051566,170.957352,0.003500,1949.794059,0.944752,0.045682
71,0.050995,129.189499,0.003500,1949.794059,0.944752,0.045682
72,0.050169,96.336311,0.003500,1949.794059,0.944752,0.045682
73,0.049842,76.900299,0.003500,1949.794059,0.944752,0.045682
74,0.049190,66.122528,0.003500,1949.794059,0.944752,0.045682
75,0.048532,57.327629,0.003500,1949.794059,0.944752,0.045682
76,0.048028,47.458332,0.003500,1949.794059,0.944752,0.045682
77,0.047400,37.757690,0.003500,1949.794059,0.944752,0.045682
78,0.046932,29.304192,0.003500,1949.794059,0.944752,0.045682
79,0.046374,22.598713,0.003500,1949.794059,0.944752,0.045682
