,time_per_epoch,loss,val_loss,lr,training_time,test_time,iou
0,47.671033,0.667838,29.622917,0.012000,920.714212,9.368298,0.496695
1,5.869919,0.486889,3498.625000,0.012000,920.714212,9.368298,0.496695
2,5.867478,0.395463,1360.655640,0.012000,920.714212,9.368298,0.496695
3,5.881615,0.335927,211.366135,0.012000,920.714212,9.368298,0.496695
4,5.252055,0.313559,375.851837,0.012000,920.714212,9.368298,0.496695
5,5.850394,0.283079,78.125298,0.012000,920.714212,9.368298,0.496695
6,5.601645,0.251113,52.914051,0.012000,920.714212,9.368298,0.496695
7,5.882829,0.239982,253.017456,0.012000,920.714212,9.368298,0.496695
8,5.797136,0.254343,260.901520,0.012000,920.714212,9.368298,0.496695
9,5.584356,0.235712,194.430542,0.012000,920.714212,9.368298,0.496695
10,5.880646,0.222630,78.191338,0.012000,920.714212,9.368298,0.496695
11,5.663584,0.216472,15.375941,0.012000,920.714212,9.368298,0.496695
12,5.827427,0.211809,2.727908,0.012000,920.714212,9.368298,0.496695
13,5.746384,0.200617,1.701945,0.012000,920.714212,9.368298,0.496695
14,5.602139,0.192396,21.647142,0.012000,920.714212,9.368298,0.496695
15,5.834174,0.182429,28.588806,0.012000,920.714212,9.368298,0.496695
16,5.642064,0.165287,21.426882,0.012000,920.714212,9.368298,0.496695
17,5.788800,0.163530,7.810343,0.012000,920.714212,9.368298,0.496695
18,5.754991,0.151220,25.864161,0.012000,920.714212,9.368298,0.496695
19,5.741559,0.142295,20.629829,0.012000,920.714212,9.368298,0.496695
20,5.825277,0.133725,11.270093,0.012000,920.714212,9.368298,0.496695
21,5.782233,0.125442,9.587018,0.012000,920.714212,9.368298,0.496695
22,5.807460,0.124363,7.671798,0.012000,920.714212,9.368298,0.496695
23,5.839790,0.119340,7.483202,0.012000,920.714212,9.368298,0.496695
24,5.805205,0.116548,6.329076,0.012000,920.714212,9.368298,0.496695
25,5.835567,0.109520,4.018352,0.012000,920.714212,9.368298,0.496695
26,5.764042,0.106817,4.085062,0.012000,920.714212,9.368298,0.496695
27,5.716236,0.103380,4.343608,0.012000,920.714212,9.368298,0.496695
28,5.838845,0.100739,2.551979,0.012000,920.714212,9.368298,0.496695
29,5.644930,0.098680,1.834411,0.012000,920.714212,9.368298,0.496695
30,5.675666,0.101638,2.857560,0.012000,920.714212,9.368298,0.496695
31,5.806749,0.097717,2.810663,0.012000,920.714212,9.368298,0.496695
32,5.604193,0.091778,1.973304,0.012000,920.714212,9.368298,0.496695
33,5.805976,0.088797,2.576271,0.012000,920.714212,9.368298,0.496695
34,5.942702,0.084496,0.756264,0.012000,920.714212,9.368298,0.496695
35,5.813378,0.085703,1.066492,0.012000,920.714212,9.368298,0.496695
36,5.779791,0.096458,3.649288,0.012000,920.714212,9.368298,0.496695
37,5.613583,0.095460,8.319711,0.012000,920.714212,9.368298,0.496695
38,5.893661,0.086668,7.183426,0.012000,920.714212,9.368298,0.496695
39,5.765007,0.082330,6.758048,0.012000,920.714212,9.368298,0.496695
40,5.821500,0.076605,3.317085,0.012000,920.714212,9.368298,0.496695
41,5.852121,0.071903,4.316945,0.012000,920.714212,9.368298,0.496695
42,5.743610,0.069711,1.943787,0.012000,920.714212,9.368298,0.496695
43,5.854547,0.067023,2.355615,0.012000,920.714212,9.368298,0.496695
44,5.822201,0.069095,0.894076,0.012000,920.714212,9.368298,0.496695
45,5.878952,0.068197,1.426007,0.012000,920.714212,9.368298,0.496695
46,5.692783,0.072391,2.363533,0.012000,920.714212,9.368298,0.496695
47,5.875726,0.069203,1.421702,0.012000,920.714212,9.368298,0.496695
48,5.768877,0.064762,0.739450,0.012000,920.714212,9.368298,0.496695
49,5.851351,0.070303,2.249632,0.012000,920.714212,9.368298,0.496695
50,5.742718,0.068121,1.340673,0.012000,920.714212,9.368298,0.496695
51,5.754940,0.061278,1.516455,0.012000,920.714212,9.368298,0.496695
52,5.635698,0.058068,3.990425,0.012000,920.714212,9.368298,0.496695
53,5.900355,0.055900,3.045659,0.012000,920.714212,9.368298,0.496695
54,5.756645,0.053709,1.369100,0.012000,920.714212,9.368298,0.496695
55,5.896927,0.052367,3.207924,0.012000,920.714212,9.368298,0.496695
56,5.625603,0.051866,2.949564,0.012000,920.714212,9.368298,0.496695
57,5.829490,0.049895,2.909821,0.012000,920.714212,9.368298,0.496695
58,5.596450,0.047769,3.457442,0.012000,920.714212,9.368298,0.496695
59,5.790136,0.048326,3.490482,0.012000,920.714212,9.368298,0.496695
60,5.710350,0.049463,2.853463,0.012000,920.714212,9.368298,0.496695
61,5.799970,0.048305,1.674127,0.012000,920.714212,9.368298,0.496695
62,5.876001,0.047203,0.604432,0.012000,920.714212,9.368298,0.496695
63,5.676187,0.045543,1.281332,0.012000,920.714212,9.368298,0.496695
64,5.796160,0.043379,0.250790,0.012000,920.714212,9.368298,0.496695
65,5.804505,0.043214,0.278026,0.012000,920.714212,9.368298,0.496695
66,5.880332,0.041349,0.270187,0.012000,920.714212,9.368298,0.496695
67,5.712468,0.040961,0.187134,0.012000,920.714212,9.368298,0.496695
68,5.858592,0.041238,0.156177,0.012000,920.714212,9.368298,0.496695
69,5.750643,0.040334,0.146834,0.012000,920.714212,9.368298,0.496695
70,5.885445,0.038327,0.164287,0.012000,920.714212,9.368298,0.496695
71,5.701882,0.037648,0.197956,0.012000,920.714212,9.368298,0.496695
72,5.878177,0.036160,0.181949,0.012000,920.714212,9.368298,0.496695
73,5.802400,0.035019,0.156037,0.012000,920.714212,9.368298,0.496695
74,5.743509,0.034218,0.234750,0.012000,920.714212,9.368298,0.496695
75,5.761931,0.033562,0.253198,0.012000,920.714212,9.368298,0.496695
76,5.795685,0.033277,0.260109,0.012000,920.714212,9.368298,0.496695
77,5.777250,0.033376,0.268956,0.012000,920.714212,9.368298,0.496695
78,5.564678,0.033734,0.437438,0.012000,920.714212,9.368298,0.496695
79,5.717151,0.034391,0.527069,0.012000,920.714212,9.368298,0.496695
80,5.838783,0.033339,0.570908,0.006000,920.714212,9.368298,0.496695
81,5.768687,0.032085,0.497974,0.006000,920.714212,9.368298,0.496695
82,5.926563,0.032589,0.499665,0.006000,920.714212,9.368298,0.496695
83,5.720269,0.032971,0.526542,0.006000,920.714212,9.368298,0.496695
84,5.863654,0.033346,0.461358,0.006000,920.714212,9.368298,0.496695
85,5.762393,0.033303,0.387273,0.006000,920.714212,9.368298,0.496695
86,5.782508,0.031127,0.412189,0.006000,920.714212,9.368298,0.496695
87,5.719228,0.029906,0.433919,0.006000,920.714212,9.368298,0.496695
88,6.363472,0.029043,0.514055,0.006000,920.714212,9.368298,0.496695
