,time_per_epoch,loss,lr,training_time,test_time,iou
0,66.252040,0.463581,0.001000,7547.026237,1.876070,0.965286
1,37.444310,0.321774,0.001000,7547.026237,1.876070,0.965286
2,37.488800,0.248483,0.001000,7547.026237,1.876070,0.965286
3,37.500912,0.182523,0.001000,7547.026237,1.876070,0.965286
4,37.485088,0.132101,0.001000,7547.026237,1.876070,0.965286
5,37.471757,0.116090,0.001000,7547.026237,1.876070,0.965286
6,37.456166,0.097870,0.001000,7547.026237,1.876070,0.965286
7,37.468239,0.073210,0.001000,7547.026237,1.876070,0.965286
8,37.532620,0.063223,0.001000,7547.026237,1.876070,0.965286
9,37.514322,0.057692,0.001000,7547.026237,1.876070,0.965286
10,37.568873,0.052351,0.001000,7547.026237,1.876070,0.965286
11,37.573076,0.047127,0.001000,7547.026237,1.876070,0.965286
12,37.475232,0.043771,0.001000,7547.026237,1.876070,0.965286
13,37.514024,0.044148,0.001000,7547.026237,1.876070,0.965286
14,37.505750,0.039203,0.001000,7547.026237,1.876070,0.965286
15,37.508173,0.036241,0.001000,7547.026237,1.876070,0.965286
16,37.532747,0.036012,0.001000,7547.026237,1.876070,0.965286
17,37.535064,0.034546,0.001000,7547.026237,1.876070,0.965286
18,37.642851,0.053586,0.001000,7547.026237,1.876070,0.965286
19,37.577269,0.043377,0.001000,7547.026237,1.876070,0.965286
20,37.728465,0.037490,0.001000,7547.026237,1.876070,0.965286
21,37.662170,0.031813,0.001000,7547.026237,1.876070,0.965286
22,37.566817,0.030024,0.001000,7547.026237,1.876070,0.965286
23,37.571158,0.029645,0.001000,7547.026237,1.876070,0.965286
24,37.645865,0.029913,0.001000,7547.026237,1.876070,0.965286
25,37.570577,0.028371,0.001000,7547.026237,1.876070,0.965286
26,37.545964,0.026840,0.001000,7547.026237,1.876070,0.965286
27,37.535943,0.026282,0.001000,7547.026237,1.876070,0.965286
28,37.559214,0.025943,0.001000,7547.026237,1.876070,0.965286
29,37.551112,0.025235,0.001000,7547.026237,1.876070,0.965286
30,37.551795,0.025096,0.001000,7547.026237,1.876070,0.965286
31,37.524365,0.024116,0.001000,7547.026237,1.876070,0.965286
32,37.545620,0.027563,0.001000,7547.026237,1.876070,0.965286
33,37.656891,0.023640,0.001000,7547.026237,1.876070,0.965286
34,37.616013,0.022927,0.001000,7547.026237,1.876070,0.965286
35,37.550510,0.021380,0.001000,7547.026237,1.876070,0.965286
36,37.569032,0.022367,0.001000,7547.026237,1.876070,0.965286
37,37.583912,0.022173,0.001000,7547.026237,1.876070,0.965286
38,37.516496,0.021437,0.001000,7547.026237,1.876070,0.965286
39,37.557601,0.020865,0.001000,7547.026237,1.876070,0.965286
40,37.482211,0.026212,0.001000,7547.026237,1.876070,0.965286
41,37.605197,0.025113,0.001000,7547.026237,1.876070,0.965286
42,37.579679,0.020329,0.001000,7547.026237,1.876070,0.965286
43,37.693296,0.019305,0.001000,7547.026237,1.876070,0.965286
44,37.711710,0.019071,0.001000,7547.026237,1.876070,0.965286
45,37.568917,0.018373,0.001000,7547.026237,1.876070,0.965286
46,37.589024,0.017803,0.001000,7547.026237,1.876070,0.965286
47,37.526034,0.018208,0.001000,7547.026237,1.876070,0.965286
48,37.534144,0.018526,0.001000,7547.026237,1.876070,0.965286
49,37.508434,0.033800,0.001000,7547.026237,1.876070,0.965286
50,37.597333,0.024244,0.001000,7547.026237,1.876070,0.965286
51,37.569914,0.020301,0.001000,7547.026237,1.876070,0.965286
52,37.641922,0.018438,0.001000,7547.026237,1.876070,0.965286
53,37.606943,0.017177,0.001000,7547.026237,1.876070,0.965286
54,37.635122,0.016632,0.001000,7547.026237,1.876070,0.965286
55,37.622675,0.016044,0.001000,7547.026237,1.876070,0.965286
56,37.523174,0.016273,0.001000,7547.026237,1.876070,0.965286
57,37.495529,0.015908,0.001000,7547.026237,1.876070,0.965286
58,37.634151,0.015927,0.001000,7547.026237,1.876070,0.965286
59,37.537147,0.017954,0.001000,7547.026237,1.876070,0.965286
60,37.620971,0.016329,0.001000,7547.026237,1.876070,0.965286
61,37.600896,0.015243,0.001000,7547.026237,1.876070,0.965286
62,37.621467,0.014844,0.001000,7547.026237,1.876070,0.965286
63,37.518070,0.014605,0.001000,7547.026237,1.876070,0.965286
64,37.497718,0.014801,0.001000,7547.026237,1.876070,0.965286
65,37.521551,0.014218,0.001000,7547.026237,1.876070,0.965286
66,37.522141,0.014524,0.001000,7547.026237,1.876070,0.965286
67,37.615678,0.019321,0.001000,7547.026237,1.876070,0.965286
68,37.568107,0.053862,0.001000,7547.026237,1.876070,0.965286
69,37.507685,0.026142,0.001000,7547.026237,1.876070,0.965286
70,37.517893,0.021744,0.001000,7547.026237,1.876070,0.965286
71,37.521414,0.020071,0.001000,7547.026237,1.876070,0.965286
72,37.544541,0.018227,0.001000,7547.026237,1.876070,0.965286
73,37.582932,0.017578,0.001000,7547.026237,1.876070,0.965286
74,37.556349,0.016203,0.001000,7547.026237,1.876070,0.965286
75,37.629374,0.015949,0.001000,7547.026237,1.876070,0.965286
76,37.547867,0.016004,0.001000,7547.026237,1.876070,0.965286
77,37.506908,0.014667,0.001000,7547.026237,1.876070,0.965286
78,37.586133,0.014631,0.001000,7547.026237,1.876070,0.965286
79,37.558145,0.014146,0.001000,7547.026237,1.876070,0.965286
80,37.516038,0.013368,0.000500,7547.026237,1.876070,0.965286
81,37.503262,0.013214,0.000500,7547.026237,1.876070,0.965286
82,37.526888,0.013052,0.000500,7547.026237,1.876070,0.965286
83,37.515206,0.013139,0.000500,7547.026237,1.876070,0.965286
84,37.496693,0.012746,0.000500,7547.026237,1.876070,0.965286
85,37.485541,0.012676,0.000500,7547.026237,1.876070,0.965286
86,37.531146,0.012684,0.000500,7547.026237,1.876070,0.965286
87,37.574697,0.012678,0.000500,7547.026237,1.876070,0.965286
88,37.531424,0.012460,0.000500,7547.026237,1.876070,0.965286
89,37.498127,0.012517,0.000500,7547.026237,1.876070,0.965286
90,37.539315,0.012351,0.000500,7547.026237,1.876070,0.965286
91,37.532840,0.012402,0.000500,7547.026237,1.876070,0.965286
92,37.533410,0.012299,0.000500,7547.026237,1.876070,0.965286
93,37.538915,0.012358,0.000500,7547.026237,1.876070,0.965286
94,37.534794,0.012327,0.000500,7547.026237,1.876070,0.965286
95,37.553821,0.014558,0.000500,7547.026237,1.876070,0.965286
96,37.630581,0.012446,0.000500,7547.026237,1.876070,0.965286
97,37.530398,0.012109,0.000500,7547.026237,1.876070,0.965286
98,37.684796,0.011805,0.000500,7547.026237,1.876070,0.965286
99,37.560463,0.011681,0.000500,7547.026237,1.876070,0.965286
100,37.717341,0.011889,0.000500,7547.026237,1.876070,0.965286
101,37.482965,0.011716,0.000500,7547.026237,1.876070,0.965286
102,37.494371,0.011749,0.000500,7547.026237,1.876070,0.965286
103,37.551538,0.011649,0.000500,7547.026237,1.876070,0.965286
104,37.769980,0.011566,0.000500,7547.026237,1.876070,0.965286
105,37.531640,0.011620,0.000500,7547.026237,1.876070,0.965286
106,37.537088,0.011577,0.000500,7547.026237,1.876070,0.965286
107,37.569272,0.011621,0.000500,7547.026237,1.876070,0.965286
108,37.554525,0.011531,0.000500,7547.026237,1.876070,0.965286
109,37.508421,0.011557,0.000500,7547.026237,1.876070,0.965286
110,37.517905,0.011439,0.000500,7547.026237,1.876070,0.965286
111,37.598722,0.011608,0.000500,7547.026237,1.876070,0.965286
112,37.681351,0.011214,0.000500,7547.026237,1.876070,0.965286
113,37.551818,0.011335,0.000500,7547.026237,1.876070,0.965286
114,37.540467,0.011298,0.000500,7547.026237,1.876070,0.965286
115,37.489573,0.011168,0.000500,7547.026237,1.876070,0.965286
116,37.529691,0.011086,0.000500,7547.026237,1.876070,0.965286
117,37.528940,0.011130,0.000500,7547.026237,1.876070,0.965286
118,37.512090,0.011127,0.000500,7547.026237,1.876070,0.965286
119,37.544662,0.011003,0.000500,7547.026237,1.876070,0.965286
120,37.529027,0.010728,0.000250,7547.026237,1.876070,0.965286
121,37.621628,0.010535,0.000250,7547.026237,1.876070,0.965286
122,37.805995,0.010417,0.000250,7547.026237,1.876070,0.965286
123,37.820518,0.010394,0.000250,7547.026237,1.876070,0.965286
124,37.617556,0.010411,0.000250,7547.026237,1.876070,0.965286
125,37.755689,0.010361,0.000250,7547.026237,1.876070,0.965286
126,37.534950,0.010395,0.000250,7547.026237,1.876070,0.965286
127,37.755366,0.010331,0.000250,7547.026237,1.876070,0.965286
128,37.534967,0.010403,0.000250,7547.026237,1.876070,0.965286
129,37.524768,0.010470,0.000250,7547.026237,1.876070,0.965286
130,37.605949,0.010388,0.000250,7547.026237,1.876070,0.965286
131,37.562781,0.010296,0.000250,7547.026237,1.876070,0.965286
132,37.515210,0.010339,0.000250,7547.026237,1.876070,0.965286
133,37.714395,0.010239,0.000250,7547.026237,1.876070,0.965286
134,37.623047,0.010318,0.000250,7547.026237,1.876070,0.965286
135,37.582684,0.010250,0.000250,7547.026237,1.876070,0.965286
136,37.815180,0.010200,0.000250,7547.026237,1.876070,0.965286
137,37.796619,0.010199,0.000250,7547.026237,1.876070,0.965286
138,37.758786,0.010335,0.000250,7547.026237,1.876070,0.965286
139,37.632984,0.010124,0.000250,7547.026237,1.876070,0.965286
140,37.516756,0.010162,0.000250,7547.026237,1.876070,0.965286
141,37.596933,0.010169,0.000250,7547.026237,1.876070,0.965286
142,37.626993,0.010217,0.000250,7547.026237,1.876070,0.965286
143,37.501917,0.010158,0.000250,7547.026237,1.876070,0.965286
144,37.535644,0.010133,0.000250,7547.026237,1.876070,0.965286
145,37.883008,0.010084,0.000250,7547.026237,1.876070,0.965286
146,37.703949,0.010143,0.000250,7547.026237,1.876070,0.965286
147,37.527651,0.010136,0.000250,7547.026237,1.876070,0.965286
148,37.574108,0.010157,0.000250,7547.026237,1.876070,0.965286
149,37.534325,0.010186,0.000250,7547.026237,1.876070,0.965286
150,37.761063,0.010026,0.000250,7547.026237,1.876070,0.965286
151,37.642031,0.009854,0.000125,7547.026237,1.876070,0.965286
152,37.866075,0.009844,0.000125,7547.026237,1.876070,0.965286
153,37.816649,0.009787,0.000125,7547.026237,1.876070,0.965286
154,37.578933,0.009783,0.000125,7547.026237,1.876070,0.965286
155,37.518220,0.009712,0.000125,7547.026237,1.876070,0.965286
156,37.513051,0.009757,0.000125,7547.026237,1.876070,0.965286
157,37.539232,0.009779,0.000125,7547.026237,1.876070,0.965286
158,37.739939,0.009798,0.000125,7547.026237,1.876070,0.965286
159,37.530683,0.009801,0.000125,7547.026237,1.876070,0.965286
160,37.572058,0.009696,0.000125,7547.026237,1.876070,0.965286
161,37.709297,0.009687,0.000125,7547.026237,1.876070,0.965286
162,37.525845,0.009672,0.000125,7547.026237,1.876070,0.965286
163,37.752096,0.009718,0.000125,7547.026237,1.876070,0.965286
164,37.646394,0.009765,0.000125,7547.026237,1.876070,0.965286
165,37.541775,0.009701,0.000125,7547.026237,1.876070,0.965286
166,37.658874,0.009702,0.000125,7547.026237,1.876070,0.965286
167,37.891555,0.009700,0.000125,7547.026237,1.876070,0.965286
168,37.923474,0.009713,0.000125,7547.026237,1.876070,0.965286
169,37.504939,0.009666,0.000125,7547.026237,1.876070,0.965286
170,37.512987,0.009631,0.000125,7547.026237,1.876070,0.965286
171,37.631694,0.009682,0.000125,7547.026237,1.876070,0.965286
172,37.686931,0.009675,0.000125,7547.026237,1.876070,0.965286
173,37.618077,0.009648,0.000125,7547.026237,1.876070,0.965286
174,37.766780,0.009662,0.000125,7547.026237,1.876070,0.965286
175,37.576806,0.009746,0.000125,7547.026237,1.876070,0.965286
176,37.511452,0.009684,0.000125,7547.026237,1.876070,0.965286
177,37.719176,0.009634,0.000125,7547.026237,1.876070,0.965286
178,37.847021,0.009640,0.000125,7547.026237,1.876070,0.965286
179,37.639868,0.009677,0.000125,7547.026237,1.876070,0.965286
180,37.699787,0.009638,0.000125,7547.026237,1.876070,0.965286
181,37.519799,0.009578,0.000125,7547.026237,1.876070,0.965286
182,37.512061,0.009631,0.000125,7547.026237,1.876070,0.965286
183,37.524988,0.009616,0.000125,7547.026237,1.876070,0.965286
184,37.515745,0.009600,0.000125,7547.026237,1.876070,0.965286
185,37.867900,0.009557,0.000125,7547.026237,1.876070,0.965286
186,37.773027,0.009552,0.000125,7547.026237,1.876070,0.965286
187,37.642196,0.009559,0.000125,7547.026237,1.876070,0.965286
188,37.521805,0.009583,0.000125,7547.026237,1.876070,0.965286
189,37.529871,0.009637,0.000125,7547.026237,1.876070,0.965286
190,37.680799,0.009583,0.000125,7547.026237,1.876070,0.965286
191,37.540790,0.009589,0.000125,7547.026237,1.876070,0.965286
192,37.689414,0.009567,0.000125,7547.026237,1.876070,0.965286
193,37.827730,0.009521,0.000125,7547.026237,1.876070,0.965286
194,37.512496,0.009534,0.000125,7547.026237,1.876070,0.965286
195,37.551533,0.009619,0.000125,7547.026237,1.876070,0.965286
196,37.535889,0.009531,0.000125,7547.026237,1.876070,0.965286
197,37.534943,0.009494,0.000125,7547.026237,1.876070,0.965286
198,37.530064,0.009688,0.000125,7547.026237,1.876070,0.965286
