,loss,val_loss,lr,training_time,test_time,iou
0,0.343314,8.202913,0.005333,1975.596161,0.758394,0.898918
1,0.108319,49.537949,0.009667,1975.596161,0.758394,0.898918
2,0.063819,9.222670,0.014000,1975.596161,0.758394,0.898918
3,0.038637,5.185580,0.014000,1975.596161,0.758394,0.898918
4,0.032274,1.248967,0.014000,1975.596161,0.758394,0.898918
5,0.026543,1.094773,0.014000,1975.596161,0.758394,0.898918
6,0.020777,0.399322,0.014000,1975.596161,0.758394,0.898918
7,0.017481,0.390546,0.014000,1975.596161,0.758394,0.898918
8,0.016857,0.372514,0.014000,1975.596161,0.758394,0.898918
9,0.015568,0.449831,0.014000,1975.596161,0.758394,0.898918
10,0.015957,0.316302,0.014000,1975.596161,0.758394,0.898918
11,0.015242,0.056571,0.014000,1975.596161,0.758394,0.898918
12,0.018039,0.585502,0.014000,1975.596161,0.758394,0.898918
13,0.016826,0.583817,0.014000,1975.596161,0.758394,0.898918
14,0.014509,0.449393,0.014000,1975.596161,0.758394,0.898918
15,0.013083,0.385136,0.014000,1975.596161,0.758394,0.898918
16,0.012473,0.243806,0.014000,1975.596161,0.758394,0.898918
17,0.011975,0.279756,0.014000,1975.596161,0.758394,0.898918
18,0.011386,0.020036,0.014000,1975.596161,0.758394,0.898918
19,0.011107,0.015433,0.014000,1975.596161,0.758394,0.898918
20,0.010778,0.015039,0.014000,1975.596161,0.758394,0.898918
21,0.010286,0.015351,0.014000,1975.596161,0.758394,0.898918
22,0.010032,0.015455,0.014000,1975.596161,0.758394,0.898918
23,0.010251,0.013137,0.014000,1975.596161,0.758394,0.898918
24,0.010423,0.014926,0.014000,1975.596161,0.758394,0.898918
