,loss,val_loss,lr,training_time,test_time,iou
0,0.147507,0.067333,0.001000,376.682645,2.973951,0.914363
1,0.047827,0.034776,0.001000,376.682645,2.973951,0.914363
2,0.030317,0.030908,0.001000,376.682645,2.973951,0.914363
3,0.023967,0.021472,0.001000,376.682645,2.973951,0.914363
4,0.019851,0.029382,0.001000,376.682645,2.973951,0.914363
5,0.017792,0.020883,0.001000,376.682645,2.973951,0.914363
6,0.021960,0.017485,0.001000,376.682645,2.973951,0.914363
7,0.016100,0.016247,0.001000,376.682645,2.973951,0.914363
8,0.014330,0.016050,0.001000,376.682645,2.973951,0.914363
9,0.015967,0.015758,0.001000,376.682645,2.973951,0.914363
10,0.013934,0.016214,0.001000,376.682645,2.973951,0.914363
11,0.013448,0.015758,0.001000,376.682645,2.973951,0.914363
12,0.014825,0.021213,0.001000,376.682645,2.973951,0.914363
13,0.013054,0.017605,0.001000,376.682645,2.973951,0.914363
14,0.012387,0.015664,0.001000,376.682645,2.973951,0.914363
15,0.012066,0.015106,0.001000,376.682645,2.973951,0.914363
16,0.011652,0.015725,0.001000,376.682645,2.973951,0.914363
17,0.013764,0.015239,0.001000,376.682645,2.973951,0.914363
18,0.013143,0.015390,0.001000,376.682645,2.973951,0.914363
19,0.011198,0.015037,0.001000,376.682645,2.973951,0.914363
20,0.010775,0.014550,0.001000,376.682645,2.973951,0.914363
21,0.010481,0.014891,0.001000,376.682645,2.973951,0.914363
22,0.012837,0.014800,0.001000,376.682645,2.973951,0.914363
23,0.011313,0.014482,0.001000,376.682645,2.973951,0.914363
24,0.009872,0.014454,0.001000,376.682645,2.973951,0.914363
